No.,Longitude,Latitude,TIME,Serving PCI,Serving RSRP,Serving DL EARFCN,PCC SINR,PDCP Throughput DL,PDCP Throughput UL,0st PCI in Detected Cells,1st PCI in Detected Cells,2st PCI in Detected Cells,3st PCI in Detected Cells,4st PCI in Detected Cells,5st PCI in Detected Cells,0st RSRP in Detected Cells,1st RSRP in Detected Cells,2st RSRP in Detected Cells,3st RSRP in Detected Cells,4st RSRP in Detected Cells,5st RSRP in Detected Cells,0st EARFCN in Detected Cells,1st EARFCN in Detected Cells,2st EARFCN in Detected Cells,3st EARFCN in Detected Cells,4st EARFCN in Detected Cells,5st EARFCN in Detected Cells
22743,116.423943,39.813313,2017-07-21 12:08:54.693,129,-92.5,37900,17.2,19.941,0.325,1,,,,,,-105.812,,,,,,37900,,,,,
22744,116.423943,39.813313,2017-07-21 12:08:55.060,129,-92.187,37900,19.7,19.941,0.325,1,,,,,,-107.687,,,,,,37900,,,,,
22745,116.423943,39.813313,2017-07-21 12:08:55.428,129,-92.812,37900,20.9,19.941,0.485,1,,,,,,-107.062,,,,,,37900,,,,,
22746,116.423943,39.813313,2017-07-21 12:08:55.706,122,-92.875,38400,19.3,33.987,0.485,,,,,,,,,,,,,,,,,,
22747,116.423943,39.813313,2017-07-21 12:08:55.857,122,-86.625,38400,15.8,33.987,0.485,121,,,,,,-100.562,,,,,,38400,,,,,
22748,116.423943,39.813313,2017-07-21 12:08:56.245,122,-84.812,38400,12.3,33.987,0.461,130,121,,,,,-90.812,-103.125,,,,,38400,38400,,,,
22749,116.423943,39.813313,2017-07-21 12:08:56.650,122,-85.687,38400,15.399,33.987,0.461,130,121,,,,,-89.5,-96.562,,,,,38400,38400,,,,
22750,116.423943,39.813313,2017-07-21 12:08:56.732,122,-85.687,38400,15.399,33.987,0.461,1,47,,,,,-107.812,-120.937,,,,,38098,38098,,,,
22751,116.423943,39.813313,2017-07-21 12:08:57.038,122,-82.687,38400,12.899,33.987,0.461,121,,,,,,-92.687,,,,,,38400,,,,,
22752,116.423943,39.8133089,2017-07-21 12:08:57.813,122,-83,38400,13.7,14.507,0.231,121,,,,,,-97.875,,,,,,38400,,,,,
22753,116.423943,39.8133089,2017-07-21 12:08:57.826,122,-83,38400,13.7,14.507,0.231,121,,,,,,-97.125,,,,,,38400,,,,,
22754,116.423943,39.813313,2017-07-21 12:08:58.177,129,-93.437,37900,17.1,14.507,0.253,1,,,,,,-113.25,,,,,,37900,,,,,
22755,116.423943,39.813313,2017-07-21 12:08:58.582,129,-94.625,37900,16.7,22.618,0.253,1,,,,,,-119.562,,,,,,37900,,,,,
22756,116.423943,39.813313,2017-07-21 12:08:58.641,129,-94.625,37900,16.7,22.618,0.253,1,47,,,,,-106.937,-117.687,,,,,38098,38098,,,,
22757,116.423943,39.813313,2017-07-21 12:08:58.970,129,-94.25,37900,18.4,22.618,0.253,1,,,,,,-111.875,,,,,,37900,,,,,
22758,116.423943,39.8133089,2017-07-21 12:08:59.362,129,-95.125,37900,13.5,22.618,0.609,1,,,,,,-110.062,,,,,,37900,,,,,
22759,116.423943,39.8133089,2017-07-21 12:08:59.691,129,-94.562,37900,19.8,41.424,0.609,1,47,,,,,-110.312,-118.75,,,,,37900,37900,,,,
22760,116.423943,39.8133089,2017-07-21 12:08:59.728,129,-94.562,37900,19.8,41.424,0.609,1,,,,,,-109.687,,,,,,37900,,,,,
22761,116.423943,39.8133089,2017-07-21 12:09:00.097,122,-88.187,38400,15.1,41.424,0.609,121,,,,,,-100.875,,,,,,38400,,,,,
22762,116.423943,39.8133089,2017-07-21 12:09:00.450,122,-81.5,38400,10.2,41.424,0.506,130,121,,,,,-89.687,-94.937,,,,,38400,38400,,,,
22763,116.423943,39.8133089,2017-07-21 12:09:00.711,122,-83.437,38400,12.8,41.424,0.506,130,121,,,,,-91.437,-94.437,,,,,38400,38400,,,,
22764,116.423943,39.8133089,2017-07-21 12:09:00.956,122,-83.437,38400,12.8,17.9,0.506,130,121,,,,,-90.062,-93.5,,,,,38400,38400,,,,
22765,116.423943,39.8133089,2017-07-21 12:09:01.342,122,-83.562,38400,12.1,17.9,0.215,121,,,,,,-94.437,,,,,,38400,,,,,
22766,116.423943,39.8133089,2017-07-21 12:09:01.528,122,-81.875,38400,14.399,17.9,0.215,121,,,,,,-92.687,,,,,,38400,,,,,
22767,116.423943,39.8133089,2017-07-21 12:09:01.693,122,-83.75,38400,12.3,17.9,0.215,121,,,,,,-97.437,,,,,,38400,,,,,
22768,116.423943,39.8133089,2017-07-21 12:09:02.046,129,-96.937,37900,15.899,15.974,0.215,1,,,,,,-114.75,,,,,,37900,,,,,
22769,116.423943,39.8133089,2017-07-21 12:09:02.401,129,-94.062,37900,19.6,15.974,0.268,47,1,,,,,-115.937,-115.937,,,,,37900,37900,,,,
22770,116.423943,39.8133089,2017-07-21 12:09:02.578,129,-94.125,37900,19.7,15.974,0.268,47,1,,,,,-115.937,-115.937,,,,,37900,37900,,,,
22771,116.423943,39.8133089,2017-07-21 12:09:02.828,129,-94.125,37900,19.7,15.974,0.268,47,1,,,,,-115.25,-115.25,,,,,37900,37900,,,,
22772,116.423943,39.8133089,2017-07-21 12:09:03.202,129,-93.625,37900,17.9,32.212,0.633,47,1,,,,,-115.375,-115.375,,,,,37900,37900,,,,
22773,116.423943,39.8133089,2017-07-21 12:09:03.610,129,-93.812,37900,18.5,32.212,0.633,1,,,,,,-117.812,,,,,,37900,,,,,
22774,116.423943,39.8133089,2017-07-21 12:09:03.617,129,-93.812,37900,18.5,32.212,0.633,1,,,,,,-116.25,,,,,,37900,,,,,
22775,116.423943,39.8133089,2017-07-21 12:09:03.980,129,-94,37900,18.8,33.876,0.633,1,,,,,,-113.187,,,,,,37900,,,,,
22776,116.423943,39.813313,2017-07-21 12:09:04.335,122,-84.312,38400,15.5,33.876,0.528,130,121,,,,,-92.25,-100.812,,,,,38400,38400,,,,
22777,116.423943,39.813313,2017-07-21 12:09:04.644,122,-84.437,38400,18.6,33.876,0.528,130,121,,,,,-100.75,-100.75,,,,,38400,38400,,,,
22778,116.423943,39.813313,2017-07-21 12:09:04.687,122,-84.437,38400,18.6,33.876,0.528,130,121,,,,,-100.937,-100.937,,,,,38400,38400,,,,
22779,116.423943,39.813316,2017-07-21 12:09:05.073,129,-96.812,37900,16.9,19.405,0.528,1,47,,,,,-108.5,-117.125,,,,,38098,38098,,,,
22780,116.423943,39.813316,2017-07-21 12:09:05.447,129,-93.25,37900,19.2,19.405,0.198,47,1,,,,,-113.5,-120.625,,,,,37900,37900,,,,
22781,116.423943,39.813316,2017-07-21 12:09:05.675,129,-95.187,37900,9.5,19.405,0.198,47,1,,,,,-114.687,-120.125,,,,,37900,37900,,,,
22782,116.423943,39.813316,2017-07-21 12:09:05.827,129,-95.187,37900,18,19.405,0.198,47,1,,,,,-118.937,-119,,,,,37900,37900,,,,
22783,116.423943,39.813316,2017-07-21 12:09:06.190,129,-93.937,37900,9.4,19.405,0.53,47,1,,,,,-113.375,-118.25,,,,,37900,37900,,,,
22784,116.423943,39.813316,2017-07-21 12:09:06.569,122,-87.562,38400,11.4,31.641,0.53,130,121,,,,,-101,-101.062,,,,,38400,38400,,,,
22785,116.423943,39.813316,2017-07-21 12:09:06.741,122,-84.687,38400,13,31.641,0.53,,,,,,,,,,,,,,,,,,
22786,116.423943,39.813316,2017-07-21 12:09:06.946,122,-84.812,38400,14.2,31.641,0.53,330,,,,,,-127.437,,,,,,40936,,,,,
22787,116.423943,39.813316,2017-07-21 12:09:07.344,129,-85.375,37900,13.1,31.641,0.427,1,,,,,,-110,,,,,,37900,,,,,
22788,116.423943,39.813316,2017-07-21 12:09:07.577,129,-93.937,37900,17.7,31.641,0.427,1,,,,,,-110.687,,,,,,38098,,,,,
22789,116.423943,39.813316,2017-07-21 12:09:07.697,129,-94.125,37900,7.3,31.641,0.427,1,,,,,,-115.312,,,,,,37900,,,,,
22790,116.423943,39.813316,2017-07-21 12:09:08.054,129,-93.75,37900,17.6,19.59,0.427,47,1,,,,,-111.75,-117.937,,,,,37900,37900,,,,
22791,116.423943,39.813316,2017-07-21 12:09:08.407,129,-94.062,37900,16.5,19.59,0.357,1,,,,,,-109.125,,,,,,37900,,,,,
22792,116.423943,39.813316,2017-07-21 12:09:08.604,129,-94.062,37900,15.5,19.59,0.357,47,1,,,,,-115.75,-118,,,,,37900,37900,,,,
22793,116.423943,39.813316,2017-07-21 12:09:08.836,122,-93.562,38400,18.2,19.59,0.357,130,121,,,,,-101.25,-101.25,,,,,38400,38400,,,,
22794,116.423943,39.813316,2017-07-21 12:09:09.435,122,-86.437,38400,13.7,19.59,0.357,130,121,,,,,-92.687,-96.687,,,,,38400,38400,,,,
22795,116.423943,39.813316,2017-07-21 12:09:09.652,122,-81.875,38400,10.8,24.379,0.455,1,349,,,,,-109.312,-114.875,,,,,38098,38098,,,,
22796,116.423943,39.813316,2017-07-21 12:09:09.813,122,-82.75,38400,12.399,24.379,0.455,130,121,,,,,-92.062,-96.687,,,,,38400,38400,,,,
22797,116.423943,39.813313,2017-07-21 12:09:10.200,122,-82.687,38400,12,14.564,0.828,130,121,,,,,-93.562,-103.5,,,,,38400,38400,,,,
22798,116.423943,39.813313,2017-07-21 12:09:10.645,129,-82.75,37900,10.1,14.564,0.828,1,,,,,,-116.812,,,,,,37900,,,,,
22799,116.423943,39.813313,2017-07-21 12:09:10.664,129,-82.75,37900,10.1,14.564,0.828,1,,,,,,-116.812,,,,,,37900,,,,,
22800,116.423943,39.813313,2017-07-21 12:09:11.161,129,-94.875,37900,14.5,14.564,0.828,1,,,,,,-116.5,,,,,,37900,,,,,
22801,116.423943,39.813313,2017-07-21 12:09:11.525,129,-93.812,37900,21,14.564,0.921,1,,,,,,-113.625,,,,,,37900,,,,,
22802,116.423943,39.813313,2017-07-21 12:09:11.569,129,-93.812,37900,21,22.456,0.921,1,349,,,,,-110.75,-114.562,,,,,38098,38098,,,,
22803,116.423943,39.813313,2017-07-21 12:09:11.880,129,-92.812,37900,21.3,22.456,0.921,1,,,,,,-113.875,,,,,,37900,,,,,
22804,116.423927,39.813313,2017-07-21 12:09:12.243,129,-93.687,37900,21.1,22.456,1.449,1,,,,,,-117,,,,,,37900,,,,,
22805,116.423927,39.813313,2017-07-21 12:09:12.684,129,-93.25,37900,21.7,22.456,1.449,122,130,121,,,,-84.062,-93.062,-96.437,,,,38400,38400,38400,,,
22806,116.423927,39.813313,2017-07-21 12:09:12.719,129,-93.25,37900,21.7,33.921,1.449,1,,,,,,-115.25,,,,,,37900,,,,,
22807,116.423927,39.813313,2017-07-21 12:09:13.087,122,-85.75,38400,14,33.921,1.449,130,,,,,,-103,,,,,,38400,,,,,
22808,116.423927,39.813313,2017-07-21 12:09:13.459,122,-81.5,38400,16.1,33.921,0.542,,,,,,,,,,,,,,,,,,
22809,116.423927,39.813313,2017-07-21 12:09:13.715,122,-83.125,38400,12.8,33.921,0.542,130,121,,,,,-91.562,-101.625,,,,,38400,38400,,,,
22810,116.423927,39.813313,2017-07-21 12:09:13.842,122,-81.625,38400,14,33.921,0.542,130,121,,,,,-90.312,-103.125,,,,,38400,38400,,,,
22811,116.423927,39.8133089,2017-07-21 12:09:14.319,122,-81.75,38400,17.5,18.854,0.224,130,121,,,,,-91.125,-103.562,,,,,38400,38400,,,,
22812,116.423927,39.8133089,2017-07-21 12:09:14.533,122,-82.437,38400,17.3,18.854,0.224,130,121,,,,,-91.187,-103.312,,,,,38400,38400,,,,
22813,116.423927,39.8133089,2017-07-21 12:09:14.676,122,-83.25,38400,12,18.854,0.224,130,121,,,,,-92.375,-103.875,,,,,38400,38400,,,,
22814,116.423927,39.8133089,2017-07-21 12:09:15.053,129,-83.187,37900,11.3,15.393,0.224,1,,,,,,-115.75,,,,,,37900,,,,,
22815,116.423927,39.8133089,2017-07-21 12:09:15.410,129,-94.062,37900,19.9,15.393,0.208,1,47,,,,,-115.125,-115.125,,,,,37900,37900,,,,
22816,116.423927,39.8133089,2017-07-21 12:09:15.587,129,-93.25,37900,18.5,15.393,0.208,,,,,,,,,,,,,,,,,,
22817,116.423927,39.8133089,2017-07-21 12:09:15.774,129,-93.25,37900,19.7,15.393,0.208,1,,,,,,-113.125,,,,,,37900,,,,,
22818,116.423927,39.8133089,2017-07-21 12:09:16.167,129,-93.687,37900,18.5,25.149,0.208,1,,,,,,-113.937,,,,,,37900,,,,,
22819,116.423927,39.8133089,2017-07-21 12:09:16.520,129,-93,37900,17.7,25.149,0.543,1,,,,,,-113.437,,,,,,37900,,,,,
22820,116.423927,39.8133089,2017-07-21 12:09:16.552,129,-93.187,37900,20.6,25.149,0.543,1,,,,,,-113.125,,,,,,37900,,,,,
22821,116.423927,39.8133089,2017-07-21 12:09:16.877,129,-93.5,37900,19.9,25.149,0.543,1,,,,,,-115.75,,,,,,37900,,,,,
22822,116.423927,39.8133089,2017-07-21 12:09:17.372,122,-85.5,38400,17.7,41.183,0.677,,,,,,,,,,,,,,,,,,
22823,116.423927,39.8133089,2017-07-21 12:09:17.654,122,-85.5,38400,17.7,41.183,0.677,130,,,,,,-100.812,,,,,,38400,,,,,
22824,116.423927,39.8133089,2017-07-21 12:09:17.726,122,-85.125,38400,14.2,41.183,0.677,130,121,,,,,-92.562,-97.875,,,,,38400,38400,,,,
22825,116.423927,39.8133089,2017-07-21 12:09:18.086,122,-81,38400,13.7,41.183,0.677,130,121,,,,,-101.437,-101.437,,,,,38400,38400,,,,
22826,116.423927,39.8133089,2017-07-21 12:09:18.477,129,-91.687,37900,18.5,19.647,0.229,47,1,,,,,-115.562,-115.562,,,,,37900,37900,,,,
22827,116.423927,39.8133089,2017-07-21 12:09:18.663,129,-92.687,37900,20.4,19.647,0.229,,,,,,,,,,,,,,,,,,
22828,116.423927,39.8133089,2017-07-21 12:09:18.849,129,-92.687,37900,20.4,19.647,0.229,1,,,,,,-116.562,,,,,,37900,,,,,
22829,116.423927,39.8133089,2017-07-21 12:09:19.466,129,-92.125,37900,18.5,19.647,0.229,1,,,,,,-117.062,,,,,,37900,,,,,
22830,116.423927,39.8133089,2017-07-21 12:09:19.685,122,-93.062,38400,19.6,30.544,0.414,,,,,,,,,,,,,,,,,,
22831,116.423927,39.8133089,2017-07-21 12:09:19.874,122,-86.25,38400,13.7,30.544,0.414,121,,,,,,-102.187,,,,,,38400,,,,,
22832,116.423927,39.813313,2017-07-21 12:09:20.252,122,-83.312,38400,14,30.544,0.427,130,121,,,,,-91.375,-102.062,,,,,38400,38400,,,,
22833,116.423927,39.813313,2017-07-21 12:09:20.692,129,-82.187,37900,13.899,30.544,0.427,1,349,,,,,-109.75,-114.187,,,,,38098,38098,,,,
22834,116.423927,39.813313,2017-07-21 12:09:20.722,129,-93.562,37900,18.6,30.544,0.427,1,,,,,,-115.437,,,,,,37900,,,,,
22835,116.423927,39.813313,2017-07-21 12:09:21.082,129,-93.375,37900,19.9,16.665,0.427,1,,,,,,-116.062,,,,,,37900,,,,,
22836,116.423927,39.813313,2017-07-21 12:09:21.433,129,-92.187,37900,17.7,16.665,0.356,1,,,,,,-116.875,,,,,,37900,,,,,
22837,116.423927,39.813313,2017-07-21 12:09:21.547,129,-92.187,37900,17.7,16.665,0.356,1,,,,,,-117.125,,,,,,37900,,,,,
22838,116.423927,39.813313,2017-07-21 12:09:21.804,129,-93.312,37900,18.6,16.665,0.356,1,,,,,,-115.187,,,,,,37900,,,,,
22839,116.423927,39.813316,2017-07-21 12:09:22.229,122,-85.812,38400,15,35.782,0.356,121,,,,,,-100.25,,,,,,38400,,,,,
22840,116.423927,39.813316,2017-07-21 12:09:22.583,122,-81.375,38400,14.2,35.782,0.485,130,121,,,,,-90.062,-93.812,,,,,38400,38400,,,,
22841,116.423927,39.813316,2017-07-21 12:09:22.630,122,-83.25,38400,11.9,35.782,0.485,,,,,,,,,,,,,,,,,,
22842,116.423927,39.813316,2017-07-21 12:09:23.001,129,-95.25,37900,21.1,35.782,0.485,1,349,,,,,-106.812,-113,,,,,38098,38098,,,,
22843,116.423927,39.813316,2017-07-21 12:09:23.354,129,-93.437,37900,21,13.986,0.208,1,,,,,,-116.062,,,,,,37900,,,,,
22844,116.423927,39.813316,2017-07-21 12:09:23.659,129,-93.375,37900,20.7,13.986,0.208,1,,,,,,-116.125,,,,,,37900,,,,,
22845,116.423927,39.813316,2017-07-21 12:09:23.727,129,-93.375,37900,20.7,13.986,0.208,1,,,,,,-115.125,,,,,,37900,,,,,
22846,116.423927,39.813316,2017-07-21 12:09:24.117,129,-93.562,37900,12,13.986,0.446,1,,,,,,-118.125,,,,,,37900,,,,,
22847,116.423927,39.813316,2017-07-21 12:09:24.474,122,-85.437,38400,17.7,13.986,0.446,121,,,,,,-101.062,,,,,,38400,,,,,
22848,116.423927,39.813316,2017-07-21 12:09:24.705,122,-85.187,38400,9.4,23.477,0.446,330,,,,,,-127.437,,,,,,40936,,,,,
22849,116.423927,39.813316,2017-07-21 12:09:24.860,122,-85.187,38400,9.4,23.477,0.446,130,121,,,,,-91.062,-102.25,,,,,38400,38400,,,,
22850,116.423927,39.81332,2017-07-21 12:09:25.239,122,-81.875,38400,16.1,23.477,0.251,130,121,,,,,-90,-98.062,,,,,38400,38400,,,,
22851,116.423927,39.81332,2017-07-21 12:09:25.385,122,-81.937,38400,14.399,23.477,0.251,130,121,,,,,-91.437,-95.875,,,,,38400,38400,,,,
22852,116.423927,39.81332,2017-07-21 12:09:25.597,122,-81.937,38400,11.7,23.477,0.251,130,121,,,,,-91.062,-95.125,,,,,38400,38400,,,,
22853,116.423927,39.81332,2017-07-21 12:09:25.981,122,-81.75,38400,13.399,16.851,0.251,130,121,,,,,-91.437,-97.687,,,,,38400,38400,,,,
22854,116.423927,39.81332,2017-07-21 12:09:26.364,129,-92.375,37900,19.9,16.851,0.313,1,,,,,,-116.625,,,,,,37900,,,,,
22855,116.423927,39.81332,2017-07-21 12:09:26.571,129,-93.687,37900,11.9,16.851,0.313,1,,,,,,-114.5,,,,,,37900,,,,,
22856,116.423927,39.81332,2017-07-21 12:09:26.715,129,-93.687,37900,11.9,16.851,0.313,1,,,,,,-114,,,,,,37900,,,,,
22857,116.423927,39.81332,2017-07-21 12:09:27.129,129,-92,37900,21.5,16.851,0.313,1,,,,,,-113.687,,,,,,37900,,,,,
22858,116.423927,39.81332,2017-07-21 12:09:27.497,129,-91.875,37900,21.6,18.692,0.293,1,,,,,,-113.687,,,,,,37900,,,,,
22859,116.423927,39.81332,2017-07-21 12:09:27.716,129,-92,37900,19.1,18.692,0.293,1,,,,,,-114.812,,,,,,37900,,,,,
22860,116.423927,39.81332,2017-07-21 12:09:27.855,129,-91.75,37900,20.8,18.692,0.293,1,47,,,,,-117.125,-117.125,,,,,37900,37900,,,,
22861,116.423927,39.81332,2017-07-21 12:09:28.242,129,-92.25,37900,19.8,29.581,0.47,1,47,,,,,-110.062,-114.562,,,,,37900,37900,,,,
22862,116.423927,39.81332,2017-07-21 12:09:28.625,129,-91.937,37900,13.8,29.581,0.47,1,47,,,,,-113.937,-115.187,,,,,37900,37900,,,,
22863,116.423927,39.81332,2017-07-21 12:09:28.646,129,-91.937,37900,13.8,29.581,0.47,1,47,,,,,-112.875,-115.625,,,,,37900,37900,,,,
22864,116.423927,39.81332,2017-07-21 12:09:29.005,122,-84.937,38400,19.3,29.581,0.47,130,121,,,,,-100.062,-100.062,,,,,38400,38400,,,,
22865,116.423927,39.81332,2017-07-21 12:09:29.359,122,-80.062,38400,-1.099,29.581,0.443,130,121,,,,,-99.125,-99.125,,,,,38400,38400,,,,
22866,116.423927,39.81332,2017-07-21 12:09:29.643,122,-82.375,38400,13.899,21.672,0.443,130,121,,,,,-92.937,-93.812,,,,,38400,38400,,,,
22867,116.423927,39.81332,2017-07-21 12:09:29.721,122,-80.562,38400,13.899,21.672,0.443,130,121,,,,,-92,-102.125,,,,,38400,38400,,,,
22868,116.423927,39.81332,2017-07-21 12:09:30.085,122,-81.062,38400,17.5,21.672,0.443,130,121,,,,,-93.187,-102.312,,,,,38400,38400,,,,
22869,116.423927,39.81332,2017-07-21 12:09:30.437,122,-81.187,38400,17.3,21.672,0.21,130,121,,,,,-93.625,-96.125,,,,,38400,38400,,,,
22870,116.423927,39.81332,2017-07-21 12:09:30.700,129,-93.5,37900,22.4,17.08,0.21,1,,,,,,-111.875,,,,,,37900,,,,,
22871,116.423927,39.81332,2017-07-21 12:09:30.821,129,-93.5,37900,22.4,17.08,0.21,1,,,,,,-112.25,,,,,,37900,,,,,
22872,116.423927,39.81332,2017-07-21 12:09:31.173,129,-91.375,37900,20.2,17.08,0.362,1,,,,,,-111.812,,,,,,37900,,,,,
22873,116.423927,39.81332,2017-07-21 12:09:31.560,129,-90.562,37900,21.1,17.08,0.362,1,,,,,,-114.125,,,,,,37900,,,,,
22874,116.423927,39.81332,2017-07-21 12:09:31.682,129,-90.562,37900,21.1,31.62,0.362,1,,,,,,-111.875,,,,,,37900,,,,,
22875,116.423927,39.81332,2017-07-21 12:09:31.920,129,-91.5,37900,17.5,31.62,0.362,1,,,,,,-114.625,,,,,,37900,,,,,
22876,116.423927,39.81332,2017-07-21 12:09:32.274,129,-91.187,37900,20.7,31.62,0.62,1,,,,,,-114.125,,,,,,37900,,,,,
22877,116.423927,39.81332,2017-07-21 12:09:32.639,129,-92.125,37900,18.3,44.82,0.62,1,,,,,,-110.875,,,,,,37900,,,,,
22878,116.423927,39.81332,2017-07-21 12:09:32.647,129,-92.125,37900,18.3,44.82,0.62,1,,,,,,-112.25,,,,,,37900,,,,,
22879,116.423927,39.81332,2017-07-21 12:09:33.017,122,-84.562,38400,19.7,44.82,0.62,121,,,,,,-100.375,,,,,,38400,,,,,
22880,116.423927,39.81332,2017-07-21 12:09:33.686,122,-84.625,38400,15.1,44.82,0.55,121,,,,,,-100.375,,,,,,38400,,,,,
22881,116.423927,39.81332,2017-07-21 12:09:33.704,122,-84.625,38400,15.1,44.82,0.55,129,1,,,,,-92.5,-112,,,,,37900,37900,,,,
22882,116.423927,39.81332,2017-07-21 12:09:34.072,129,-91.812,37900,21.7,23.019,0.55,1,,,,,,-115.187,,,,,,37900,,,,,
22883,116.423927,39.81332,2017-07-21 12:09:34.431,129,-91.812,37900,20.6,23.019,0.373,1,,,,,,-109.687,,,,,,37900,,,,,
22884,116.423927,39.81332,2017-07-21 12:09:34.523,129,-91.5,37900,18.5,23.019,0.373,1,,,,,,-113.875,,,,,,37900,,,,,
22885,116.423927,39.81332,2017-07-21 12:09:34.788,129,-92.812,37900,22.6,32.382,0.373,1,,,,,,-115.75,,,,,,37900,,,,,
22886,116.423927,39.81332,2017-07-21 12:09:35.223,129,-91.312,37900,18.4,32.382,0.373,1,349,,,,,-114.75,-114.75,,,,,37900,37900,,,,
22887,116.423927,39.81332,2017-07-21 12:09:35.581,129,-91.25,37900,18.1,32.382,0.695,1,,,,,,-114.437,,,,,,37900,,,,,
22888,116.423927,39.81332,2017-07-21 12:09:35.605,129,-91.25,37900,18.1,32.382,0.695,1,,,,,,-114.437,,,,,,37900,,,,,
22889,116.423927,39.81332,2017-07-21 12:09:35.947,129,-91.5,37900,21.5,42.916,0.695,1,,,,,,-114.437,,,,,,37900,,,,,
22890,116.423927,39.81332,2017-07-21 12:09:36.310,122,-85.25,38400,20.1,42.916,0.63,130,,,,,,-100.625,,,,,,38400,,,,,
22891,116.423927,39.81332,2017-07-21 12:09:36.708,122,-85.5,38400,18.4,42.916,0.63,130,121,,,,,-89.187,-102.812,,,,,38400,38400,,,,
22892,116.423927,39.81332,2017-07-21 12:09:36.722,122,-85.5,38400,18.4,42.916,0.63,130,121,,,,,-89.187,-102.812,,,,,38400,38400,,,,
22893,116.423927,39.81332,2017-07-21 12:09:37.079,122,-81.625,38400,16.1,21.281,0.63,130,121,,,,,-88.5,-102,,,,,38400,38400,,,,
22894,116.423927,39.813316,2017-07-21 12:09:37.135,122,-81.625,38400,16.1,21.281,0.252,130,121,,,,,-90.125,-94,,,,,38400,38400,,,,
22895,116.423927,39.813316,2017-07-21 12:09:37.135,122,-81.625,38400,16.1,21.281,0.252,130,121,,,,,-90.125,-94,,,,,38400,38400,,,,
22896,116.423927,39.813316,2017-07-21 12:09:37.434,122,-86.312,38400,19.9,21.281,0.252,130,121,,,,,-92.937,-97.625,,,,,38400,38400,,,,
22897,116.423927,39.813316,2017-07-21 12:09:37.790,122,-85.5,38400,19.1,21.281,0.252,130,121,,,,,-93.625,-97.5,,,,,38400,38400,,,,
22898,116.423927,39.813316,2017-07-21 12:09:38.154,129,-91.875,37900,21,21.281,0.006,1,,,,,,-115.375,,,,,,37900,,,,,
22899,116.423927,39.813316,2017-07-21 12:09:38.554,129,-92,37900,22.8,21.281,0.006,1,,,,,,-112.187,,,,,,37900,,,,,
22900,116.423927,39.813316,2017-07-21 12:09:38.962,129,-92.812,37900,21.4,1.589,0.006,1,,,,,,-113.5,,,,,,37900,,,,,
22901,116.423927,39.813316,2017-07-21 12:09:39.374,129,-92.25,37900,21.5,1.589,0.001,1,47,,,,,-109.187,-115.187,,,,,37900,37900,,,,
22902,116.423927,39.813316,2017-07-21 12:09:39.747,129,-92.687,37900,17.2,0.001,0.001,1,,,,,,-108.437,,,,,,37900,,,,,
22903,116.423927,39.813316,2017-07-21 12:09:40.126,129,-92.562,37900,21.2,0.001,0.001,1,,,,,,-114.062,,,,,,37900,,,,,
22904,116.423927,39.813316,2017-07-21 12:09:40.522,122,-89,38400,19.3,0.001,0,130,121,,,,,-92.687,-101.25,,,,,38400,38400,,,,
22905,116.423927,39.813316,2017-07-21 12:09:41.018,122,-88.687,38400,13.399,0.002,0,130,121,,,,,-93.25,-99.25,,,,,38400,38400,,,,
22906,116.423927,39.813313,2017-07-21 12:09:41.430,129,-93.312,37900,21.2,0.002,0,1,,,,,,-109.687,,,,,,37900,,,,,
22907,116.423927,39.813313,2017-07-21 12:09:41.847,129,-93.75,37900,20.7,0.002,0.002,1,,,,,,-111,,,,,,37900,,,,,
22908,116.423927,39.813313,2017-07-21 12:09:42.241,129,-93.187,37900,21.5,0.002,0.002,1,,,,,,-109.5,,,,,,37900,,,,,
22909,116.423927,39.813313,2017-07-21 12:09:42.629,122,-92.125,38400,22.3,0.002,0.001,130,121,,,,,-91.937,-98.312,,,,,38400,38400,,,,
22910,116.423927,39.813313,2017-07-21 12:09:43.014,122,-87.75,38400,19.1,0.002,0.001,130,121,,,,,-91.937,-99.75,,,,,38400,38400,,,,
22911,116.423927,39.813313,2017-07-21 12:09:43.401,122,-86.312,38400,19.7,0.002,0.001,130,121,,,,,-92.25,-100,,,,,38400,38400,,,,
22912,116.423927,39.813313,2017-07-21 12:09:43.871,122,-85.687,38400,9,0.002,0.001,130,121,,,,,-93.437,-96.375,,,,,38400,38400,,,,
22913,116.423927,39.8133089,2017-07-21 12:09:44.265,122,-87.187,38400,9.7,0.002,0.001,130,121,,,,,-92.687,-96.125,,,,,38400,38400,,,,
22914,116.423927,39.8133089,2017-07-21 12:09:44.710,129,-96.437,37900,19.9,0.002,0.001,1,,,,,,-115.187,,,,,,37900,,,,,
22915,116.423927,39.8133089,2017-07-21 12:09:45.066,129,-92.5,37900,20.1,0.001,0.001,1,,,,,,-115.562,,,,,,37900,,,,,
22916,116.423927,39.8133089,2017-07-21 12:09:45.519,129,-91.937,37900,20.8,0.001,0.001,1,,,,,,-115.062,,,,,,37900,,,,,
22917,116.423927,39.8133089,2017-07-21 12:09:45.922,122,-87.312,38400,15.5,0.001,0.001,130,121,,,,,-91.75,-96.187,,,,,38400,38400,,,,
22918,116.423927,39.813313,2017-07-21 12:09:46.279,122,-85.875,38400,21.4,0.001,0.001,130,121,,,,,-92.187,-95.562,,,,,38400,38400,,,,
